id,card_no,name_cn,name_jp,craft,card_type,type,rare,from,cost,attack,life,desc_cn,desc_jp,related_card_nos,title,race,drawer,speech
2349,BP06-P23,豪熊狂战士,ベアーベルセルク,Nightmare,Follower,獣,GR_P,BP06,4,5,4,"【突进】
【攻击时】给予全体主战者各1点伤害。
《谢幕曲》使自己的主战者《生命值》+4。","【突進】
【攻撃時】リーダーすべてに1ダメージ。
ラストワード自分のリーダーは体力+4する。",,,,萩オス,
2350,BP06-P24,新手梦魔,夢魔の新参,Nightmare,Follower,魔界・吸血鬼,BR_P,BP06,2,1,1,"《入场曲》《谢幕曲》将1个『丛林蝙蝠』召唤。
―――――――――――――――
『丛林蝙蝠』《梦魇职业》吸血鬼类型·从者《消费1》《攻击力》1/《生命值》1","ファンファーレラストワード『フォレストバット』1体を出す。
―――――――――――――――
『フォレストバット』ナイトメア吸血鬼・フォロワーコスト1攻撃力1/体力1",BP06-T09,,,おにねこ,
2351,BP06-P25,百鬼夜行,百鬼夜行,Nightmare,Spell,妖怪,BR_P,BP06,1,-1,-1,查看自己的牌堆顶5张卡。从那之中，可以将1张妖怪类型·从者卡公开并加入手牌。将剩余的卡以任意顺序置于牌堆底。,自分のデッキの上5枚を見る。その中から、妖怪・フォロワー1枚を公開して手札に加えてよい。残りを好きな順にデッキの下に置く。,,,,Akefumi,
2352,BP06-P26,圣艳之先导者,神聖なる先導者,Haven,Follower,先導,GR_P,BP06,3,2,4,"【守护】
《起动》将这张卡《横置》将墓场中的持有【守护】能力的3张从者卡消失：选择敌方场上的1个从者。使其消失。","【守護】
起動これをアクト墓場の【守護】を持つフォロワー3枚を消滅：相手の場のフォロワー1体を選ぶ。それを消滅させる。",,,,,
2353,BP06-P27,神圣长枪手,聖なる槍使い,Haven,Follower,先導,SR_P,BP06,5,3,4,"《进化》《消费1》：使这张卡进化。
【守护】
《入场曲》如果自己的场上有其他的持有【守护】能力的从者的话，选择敌方场上的1个从者。给予其3点伤害。","進化コスト1：これは進化する。
【守護】
ファンファーレ自分の場に他の【守護】を持つフォロワーがいるなら、相手の場のフォロワー1体を選ぶ。それに3ダメージ。",BP06-P28,,,えなれいん,
2354,BP06-P28,神圣长枪手,聖なる槍使い,Haven,FollowerEvo,先導,SR_P,BP06,-1,4,5,"【守护】
【进化时】选择敌方场上的1个从者。给予其4点伤害。","【守護】
【進化時】相手の場のフォロワー1体を選ぶ。それに4ダメージ。",BP06-P27,,,えなれいん,"「救うことなど出来はしない。あの時からもう終わっていた。
聖騎士団長としての結論を記す。――この世は悲劇だ」"
2355,BP06-P29,圣杖司祭,聖杖の司祭,Haven,Follower,先導,BR_P,BP06,2,2,2,"【守护】
《谢幕曲》从自己的牌堆之中搜寻1张『圣杖司祭』卡，并加入手牌。","【守護】
ラストワード自分のデッキから『聖杖の司祭』1枚を探し、手札に加える。",,,,みけぼし,"「悲劇の世界。神様に見捨てられた世界。
だから僕が……神様の代わりにみんなを救うんだ！」"
2356,BP06-P30,全神贯注,コンセントレイト,Haven,Spell,信仰,BR_P,BP06,0,-1,-1,"《快速》
这张卡在自己的回合中，不能使用。
如果自己的剩余PP为2点及以上的话，使自己的主战者《生命值》+1。抽取1张卡。","クイック
これは自分のターン中、プレイできない。
自分の残りPPが2以上なら、自分のリーダーは体力+1する。1枚引く。",,,,オーベン道玄坂,
2357,BP06-P31,巅峰斗技场,頂きの闘技場,Neutral,Amulet,挑戦者,GR_P,BP06,6,-1,-1,"只要有这张卡存在，使场上的全体从者，如果可以攻击从者的话，不能攻击主战者。
《入场曲》每位玩家，查看自身的牌堆顶3张卡。从那之中，可以将1张从者卡召唤到场上。将剩余的卡置于墓场。","これがある限り、場のフォロワーすべては、フォロワーへ攻撃できるなら、リーダーを攻撃できない。
ファンファーレ各プレイヤーは、自身のデッキの上3枚を見る。その中から、フォロワー1枚を場に出してよい。残りを墓場に置く。",,,,Josh Hutchinson,
2358,BP06-P32,双雄激斗,両雄激突,Neutral,Spell,挑戦者,SR_P,BP06,1,-1,-1,选择自己场上的1个从者与敌方场上的1个从者。给予前者与「后者的攻击力」等量的伤害。给予后者与「前者的攻击力」等量的伤害。,自分の場のフォロワー1体と相手の場のフォロワー1体を選ぶ。前者に「後者の攻撃力」と同じダメージ。後者に「前者の攻撃力」と同じダメージ。,,,,ezusuke,
2359,BP06-SL01,森林精锐·丽梅格,フォレストエース・リマーガ,Forest,Follower,挑戦者・狩人,SL,BP06,6,4,4,"《进化》《消费2》：使这张卡进化。
【疾驰】【必杀】
《入场曲》查看自己的牌堆顶4张卡。从那之中，可以将原始消费为4及以下的1张猎人类型·从者卡召唤到场上。将剩余的卡以任意顺序置于牌堆底。","進化コスト2：これは進化する。
【疾走】【必殺】
ファンファーレ自分のデッキの上4枚を見る。その中から、元のコスト4以下の狩人・フォロワー1枚を場に出してよい。残りを好きな順にデッキの下に置く。",BP06-SL02,,,BIYO,
2360,BP06-SL02,森林精锐·丽梅格,フォレストエース・リマーガ,Forest,FollowerEvo,挑戦者・狩人,SL,BP06,-1,5,5,"【疾驰】【必杀】
【进化时】查看自己的牌堆顶4张卡。从那之中，可以将原始消费为4及以下的1张猎人类型·从者卡召唤到场上。将剩余的卡以任意顺序置于牌堆底。","【疾走】【必殺】
【進化時】自分のデッキの上4枚を見る。その中から、元のコスト4以下の狩人・フォロワー1枚を場に出してよい。残りを好きな順にデッキの下に置く。",BP06-SL01,,,BIYO,
2361,BP06-SL03,妖精剑师·阿玛兹,フェアリーブレイダー・アマツ,Forest,Follower,エルフ族・精霊,SL,BP06,2,2,2,"《入场曲》将1张『妖精』卡置于EX区域。使自己EX区域的全体妖精类型·从者各《攻击力》+1/《生命值》+1。
《起动》将这张卡《横置》：选择原始消费为1及以下的自己场上的妖精类型·从者最多2个。使其获得【疾驰】能力。
―――――――――――――――
『妖精』《精灵职业》妖精类型·从者《消费1》《攻击力》1/《生命值》1","ファンファーレ『フェアリー』1枚をEXエリアに置く。自分のEXエリアの妖精・フォロワーすべては攻撃力+1/体力+1する。
起動これをアクト：元のコスト1以下の自分の場の妖精・フォロワー2体まで選ぶ。それは【疾走】を持つ。
―――――――――――――――
『フェアリー』エルフ妖精・フォロワーコスト1攻撃力1/体力1",BP06-T05,,,mstk,
2362,BP06-SL04,不败剑圣·景光,無敗の剣聖・カゲミツ,Sword,Follower,挑戦者・兵士,SL,BP06,1,1,1,"【突进】
《入场曲》使这张卡《攻击力》+X/《生命值》+X。X为「自己的进化牌组中正面放置的进化后从者卡的张数」。如果X为3及以上的话，使这张卡获得【指定攻击】能力。如果X为7及以上的话，使这张卡获得「【攻击时】将这张卡竖置。这个能力在1回合仅限发动1次」能力。","【突進】
ファンファーレこれは攻撃力+X/体力+Xする。Xは「自分のエボルヴデッキの表向きのエボルヴフォロワーの枚数」である。Xが3以上なら、これは【指定攻撃】を持つ。Xが7以上なら、これは「【攻撃時】これをスタンドする。この能力は1ターンに1回働く」を持つ。",,,,ナダレ,
2363,BP06-SL05,音速机械·洛菈米亚,音速の機構・ララミア,Sword,Follower,兵士・超克,SL,BP06,2,3,2,"《进化》《消费3》：使这张卡进化。
这张卡的《进化》消费会以「自己场上的其他的从者的数量」进行等量的-1。
【突进】","進化コスト3：これは進化する。
これの進化コストは「自分の場の他のフォロワーの数」と同じだけ-1する。
【突進】",BP06-SL06,,,ぽんず,
2364,BP06-SL06,音速机械·洛菈米亚,音速の機構・ララミア,Sword,FollowerEvo,兵士・超克,SL,BP06,-1,4,3,"【疾驰】
【进化时】《消费3》：使这张卡《攻击力》+X/《生命值》+X。X为「自己场上的其他的从者的数量」。","【疾走】
【進化時】コスト3：これは攻撃力+X/体力+Xする。Xは「自分の場の他のフォロワーの数」である。",BP06-SL05,,,ぽんず,
2365,BP06-SL07,阴阳祖师·久苑,陰陽の開祖・クオン,Rune,Follower,挑戦者・陰陽師,SL,BP06,15,5,5,"将这张卡使用之际，将消费-X。X为「自己的墓场中的「阴阳师类型·卡片或法术卡（或两者皆是）」的张数的合计」。
《入场曲》如果自己场上没有『天后』的话，将1个『天后』召唤。
《起动》将这张卡《横置》：选择自己场上的式神类型·从者最多2个。使其获得【疾驰】能力。
―――――――――――――――
『天后』《巫师职业》式神类型·从者卡《消费4》《攻击力》4《生命值》5【灵气】","これをプレイする際、コストを-Xする。Xは「自分の墓場の陰陽師・カードやスペルの枚数の合計」である。
ファンファーレ自分の場に『天后』がいないなら、『天后』1体を出す。
起動これをアクト：自分の場の式神・フォロワー2体まで選ぶ。それは【疾走】を持つ。
―――――――――――――――
『天后』ウィッチ式神・フォロワーコスト4攻撃力4/体力5【オーラ】",BP06-T01,,,虹原,
2366,BP06-SL08,魔法始祖·马纳历亚,魔術の始祖・マナリア,Rune,Follower,魔法使い・学院,SL,BP06,3,2,4,"《进化》《消费1》：使这张卡进化。
只要有这张卡存在，自己将学院类型·从者卡使用之际，将其消费-1。
《入场曲》将手牌中的1张学院类型·从者卡公开：选择敌方场上的1个从者。给予其2点伤害。","進化コスト1：これは進化する。
これがいる限り、自分が学院・フォロワーをプレイする際、コストを-1する。
ファンファーレ手札の学院・フォロワー1枚を公開：相手の場のフォロワー1体を選ぶ。それに2ダメージ。",BP06-SL09,,,久方綜司,
2367,BP06-SL09,魔法始祖·马纳历亚,魔術の始祖・マナリア,Rune,FollowerEvo,魔法使い・学院,SL,BP06,-1,3,5,"只要有这张卡存在，自己将学院类型·从者卡使用之际，将其消费-1。
【进化时】选择敌方场上的1个从者。给予其3点伤害。","これがいる限り、自分が学院・フォロワーをプレイする際、コストを-1する。
【進化時】相手の場のフォロワー1体を選ぶ。それに3ダメージ。",BP06-SL08,,,久方綜司,
2368,BP06-SL10,霸业龙人·卧龙,覇道の龍人・ガリュウ,Dragon,Follower,挑戦者・ドラゴニュート,SL,BP06,5,3,4,"《进化》《消费1》：使这张卡进化。
只要有这张卡存在，使自己场上的其他的全体《龙族职业》从者各获得【守护】能力。
《入场曲》抽取1张卡。","進化コスト1：これは進化する。
これがいる限り、自分の場の他のドラゴンフォロワーすべては【守護】を持つ。
ファンファーレ1枚引く。",BP06-SL11,,,薄雲ねず,
2369,BP06-SL11,霸业龙人·卧龙,覇道の龍人・ガリュウ,Dragon,FollowerEvo,挑戦者・ドラゴニュート,SL,BP06,-1,4,5,"只要有这张卡存在，使自己场上的其他的全体《龙族职业》从者各获得【守护】能力。
【进化时】可以将自己的手牌中的原始消费为5及以下的1张《龙族职业》从者召唤到场上。","これがいる限り、自分の場の他のドラゴンフォロワーすべては【守護】を持つ。
【進化時】自分の手札の元のコスト5以下のドラゴンフォロワー1枚を場に出してよい。",BP06-SL10,,,薄雲ねず,
2370,BP06-SL12,银冰龙人·菲琳,銀氷のドラゴニュート・フィルレイン,Dragon,Follower,ドラゴニュート,SL,BP06,1,1,3,"《入场曲》选择敌方场上的1个从者。将其横置。使其在下个敌方的开始阶段中不能竖置。
《入场曲》如果处于【觉醒】状态的话，从自己的牌堆之中搜寻1张『银冰吐息』卡，并置于EX区域。","ファンファーレ相手の場のフォロワー1体を選ぶ。それをアクトする。それは次の相手のスタートフェイズにスタンドしない。
ファンファーレ【覚醒】状態なら、自分のデッキから『銀氷の吐息』1枚を探し、EXエリアに置く。",BP06-061,,,ぽんず,
2371,BP06-SL13,巨大妖狐·吟雪,大妖狐・ギンセツ,Nightmare,Follower,挑戦者・妖怪,SL,BP06,6,1,5,"《进化》《消费1》：使这张卡进化。
《入场曲》将5张『一尾狐』卡置于EX区域。
―――――――――――――――
『一尾狐』《梦魇职业》妖怪类型·从者《消费2》《攻击力》1/《生命值》3【突进】【守护】","進化コスト1：これは進化する。
ファンファーレ『一ツ尾狐』5枚をEXエリアに置く。
―――――――――――――――
『一ツ尾狐』ナイトメア妖怪・フォロワーコスト2攻撃力1/体力3【突進】【守護】",BP06-SL14 BP06-T03,,,南保あたる,
2372,BP06-SL14,巨大妖狐·吟雪,大妖狐・ギンセツ,Nightmare,FollowerEvo,挑戦者・妖怪,SL,BP06,-1,1,9,"只要有这张卡存在，自己将妖怪类型·从者卡使用之际，将其消费-2。
只要有这张卡存在，使自己场上的妖怪类型·从者给予的伤害+1。
当自己的妖怪类型·从者离开场上时，使这张卡《攻击力》+1。","これがいる限り、自分が妖怪・フォロワーをプレイする際、コストを-2する。
これがいる限り、自分の場の妖怪・フォロワーが与えるダメージを+1する。
自分の妖怪・フォロワーが場を離れたとき、これは攻撃力+1する。",BP06-SL13,,,南保あたる,
2373,BP06-SL15,狂狼战士·阿拉加维,ウールヴヘジン・アラガヴィ,Nightmare,Follower,挑戦者・獣,SL,BP06,3,4,3,"当自己的结束阶段到来时，如果处于【真红】状态的话，选择敌方的1位主战者或敌方场上的1个从者。给予其3点伤害。
《入场曲》《消费5》：给予场上的其他的全体从者各5点伤害。使这张卡《攻击力》+2/《生命值》+2，并获得【疾驰】能力。","自分のエンドフェイズが来たとき、【真紅】状態なら、相手のリーダー1人か相手の場のフォロワー1体を選ぶ。それに3ダメージ。
ファンファーレコスト5：場の他のフォロワーすべてに5ダメージ。これは攻撃力+2/体力+2して、【疾走】を持つ。",,,,まよこ,
2374,BP06-SL16,尊荣骑士·维尔伯特,グランドナイト・ウィルバート,Haven,Follower,挑戦者・先導,SL,BP06,5,4,5,"【守护】
当自己的持有【守护】能力的从者从场上置于墓场时，给予敌方的全体主战者各1点伤害。
《入场曲》查看自己的牌堆顶5张卡。从那之中，可以将1张「与这张卡不同名的原始消费为5及以下的持有【守护】的从者」召唤到场上。将剩余的卡以任意顺序置于牌堆底。","【守護】
自分の【守護】を持つフォロワーが場から墓場に置かれたとき、相手のリーダーすべてに1ダメージ。
ファンファーレ自分のデッキの上5枚を見る。その中から、「これと同名を除く元のコスト5以下の【守護】を持つフォロワー」1枚を場に出してよい。残りを好きな順にデッキの下に置く。",,,,みけぼし,
2375,BP06-SL17,武艺至尊·迦尔拉,アーツマスター・カルラ,Haven,Follower,挑戦者・信仰,SL,BP06,3,3,3,"《进化》《消费1》：使这张卡进化。
当自己的结束阶段到来时，如果自己的剩余PP为2点及以上的话，给予敌方的全体主战者各2点伤害。如果自己的剩余PP为4点及以上的话，抽取1张卡。如果自己的剩余PP为6点及以上的话，选择敌方场上的最多1个从者。将其破坏。","進化コスト1：これは進化する。
自分のエンドフェイズが来たとき、自分の残りPPが2以上なら、相手のリーダーすべてに2ダメージ。自分の残りPPが4以上なら、1枚引く。自分の残りPPが6以上なら、相手の場のフォロワー1体まで選ぶ。それを破壊する。",BP06-SL18,,,ShuLa,
2376,BP06-SL18,武艺至尊·迦尔拉,アーツマスター・カルラ,Haven,FollowerEvo,挑戦者・信仰,SL,BP06,-1,4,4,当自己的结束阶段到来时，将自己的PP回复2点。那之后，如果自己的剩余PP为2点及以上的话，给予敌方的全体主战者各2点伤害。如果自己的剩余PP为4点及以上的话，抽取1张卡。如果自己的剩余PP为6点及以上的话，选择敌方场上的最多1个从者。将其破坏。,自分のエンドフェイズが来たとき、自分のPPを2回復する。その後、自分の残りPPが2以上なら、相手のリーダーすべてに2ダメージ。自分の残りPPが4以上なら、1枚引く。自分の残りPPが6以上なら、相手の場のフォロワー1体まで選ぶ。それを破壊する。,BP06-SL17,,,ShuLa,
2377,BP06-SL19,斗技神域猛玛象,ゴッドコロシアムマンモス,Neutral,Follower,大神・獣,SL,BP06,7,7,8,"《入场曲》每位玩家，直到自身场上的从者剩余1个，各将那以外的自身场上的全体从者置于墓场。
《谢幕曲》从自己的牌堆之中搜寻1张『巅峰斗技场』卡，并召唤到场上。","ファンファーレ各プレイヤーは、自身の場のフォロワー1体を残し、それ以外の自身の場のフォロワーすべてを墓場に置く。
ラストワード自分のデッキから『頂きの闘技場』1枚を探し、場に出す。",BP06-P31,,,藤木ゆう,
2378,BP06-SL20,芭依波卡赫,バイヴカハ,Neutral,Follower,大神・光輝,SL,BP06,3,2,3,"《进化》《消费2》：使这张卡进化。
《入场曲》从下述之中抉择1项。
【1】选择自己场上的其他的1个从者。使其《攻击力》+1/《生命值》+1。
【2】使自己的主战者《生命值》+2。
【3】查看自己的牌堆顶3张卡。从那之中，可以将任意数量以任意顺序置于牌堆顶。将剩余的卡以任意顺序置于牌堆底。","進化コスト2：これは進化する。
ファンファーレ下記から1つチョイスする。【1】自分の場の他のフォロワー1体を選ぶ。それは攻撃力+1/体力+1する。【2】自分のリーダーは体力+2する。【3】自分のデッキの上3枚を見る。その中から、好きな枚数を好きな順にデッキの上に置く。残りを好きな順にデッキの下に置く。",BP06-SL21,,,虹原,
2379,BP06-SL21,芭依波卡赫,バイヴカハ,Neutral,FollowerEvo,大神・光輝,SL,BP06,-1,4,5,"【进化时】从下述之中抉择1项。
【1】将敌方场上的全体从者横置。
【2】给予敌方的全体主战者各2点伤害。
【3】将自己的牌堆顶1张卡置于EX区域。",【進化時】下記から1つチョイスする。【1】相手の場のフォロワーすべてをアクトする。【2】相手のリーダーすべてに2ダメージ。【3】自分のデッキの上1枚をEXエリアに置く。,BP06-SL20,,,虹原,
2380,BP06-SP01,聪明的头脑·博衣小夜璃,澄明なる頭脳・博衣こより,Rune,Follower,挑戦者・陰陽師,SP,BP06,15,5,5,"将这张卡使用之际，将消费-X。X为「自己的墓场中的「阴阳师类型·卡片或法术卡（或两者皆是）」的张数的合计」。
《入场曲》如果自己场上没有『天后』的话，将1个『天后』召唤。
《起动》将这张卡《横置》：选择自己场上的式神类型·从者最多2个。使其获得【疾驰】能力。
―――――――――――――――
『天后』《巫师职业》式神类型·从者卡《消费4》《攻击力》4《生命值》5【灵气】","これをプレイする際、コストを-Xする。Xは「自分の墓場の陰陽師・カードやスペルの枚数の合計」である。
ファンファーレ自分の場に『天后』がいないなら、『天后』1体を出す。
起動これをアクト：自分の場の式神・フォロワー2体まで選ぶ。それは【疾走】を持つ。",BP06-035 BP06-T01,,,,
2381,BP06-SP02,沧海的捕食者·沙花叉库洛艾,滄海の捕食者・沙花叉クロヱ,Dragon,Follower,ドラゴニュート,SP,BP06,1,1,3,"《入场曲》选择敌方场上的1个从者。将其横置。使其在下个敌方的开始阶段中不能竖置。
《入场曲》如果处于【觉醒】状态的话，从自己的牌堆之中搜寻1张『银冰吐息』卡，并置于EX区域。","ファンファーレ相手の場のフォロワー1体を選ぶ。それをアクトする。それは次の相手のスタートフェイズにスタンドしない。
ファンファーレ【覚醒】状態なら、自分のデッキから『銀氷の吐息』1枚を探し、EXエリアに置く。",BP06-056 BP06-062,,,,
2382,BP06-T01,天后,天后,Rune,FollowerToken,式神,-,BP06,4,4,5,,【オーラ】,,,,みけぼし,
2383,BP06-T02,小纸人,形代,Rune,FollowerToken,式神,-,BP06,2,2,2,,ラストワード1枚引く。自分の手札1枚を捨てる。,,,,VICTOR,
2384,BP06-T03,一尾狐,一ツ尾狐,Nightmare,FollowerToken,妖怪,-,BP06,2,1,3,,【突進】【守護】,,,,タツヤキ,
2385,BP06-T04,妖精萤火,フェアリーウィスプ,Forest,FollowerToken,妖精,-,BP06,0,1,1,,,,,,修,
2386,BP06-T05,妖精,フェアリー,Forest,FollowerToken,妖精,-,BP06,1,1,1,,,,,,カイエダヒロシ,
2387,BP06-T06,大地之魔片,大地の魔片,Rune,AmuletToken,土の印,-,BP06,1,-1,-1,"【蓄积】（持有【蓄积】能力的护符卡，会以已置于1个蓄积指示物的状态召唤到场上，并持有下述能力）
当这张卡离开场上时，作为代替将这张卡的1个蓄积指示物取除。
当这张卡的蓄积指示物变成0个时，将这张卡破坏。
《起动》将这张卡《横置》：选择自己的其他的持有【蓄积】能力的1个护符。将这张卡的蓄积指示物全体移到其上。",【スタック】,,,,永守浩太,
2388,BP06-T07,飞龙,ドラゴン,Dragon,FollowerToken,竜族,-,BP06,4,5,5,,,,,,,
2389,BP06-T08,虎鲸,オルカ,Dragon,FollowerToken,海洋,-,BP06,2,2,2,,,,,,強子,
2390,BP06-T09,丛林蝙蝠,フォレストバット,Nightmare,FollowerToken,吸血鬼,-,BP06,1,1,1,,,,,,米谷尚展,
2391,BP06-T10,神圣猎鹰,ホーリーファルコン,Haven,FollowerToken,鳥族,-,BP06,3,2,2,【疾驰】,【疾走】,,,,ねじ太,
2392,BP06-T11,神秘的创造物,ミスティックアーティファクト,Neutral,FollowerToken,超克,-,BP06,3,2,3,"【守护】
《入场曲》抽取1张卡。","【守護】
ファンファーレ1枚引く。",,,,ゾウノセ,
2393,BP06-U01,森林精锐·丽梅格,フォレストエース・リマーガ,Forest,FollowerEvo,挑戦者・狩人,UR,BP06,-1,5,5,"【疾驰】【必杀】
【进化时】查看自己的牌堆顶4张卡。从那之中，可以将原始消费为4及以下的1张猎人类型·从者卡召唤到场上。将剩余的卡以任意顺序置于牌堆底。","【疾走】【必殺】
【進化時】自分のデッキの上4枚を見る。その中から、元のコスト4以下の狩人・フォロワー1枚を場に出してよい。残りを好きな順にデッキの下に置く。",BP06-001,,,,
2394,BP06-U02,音速机械·洛菈米亚,音速の機構・ララミア,Sword,FollowerEvo,兵士・超克,UR,BP06,-1,4,3,"【疾驰】
【进化时】《消费3》：使这张卡《攻击力》+X/《生命值》+X。X为「自己场上的其他的从者的数量」。","【疾走】
【進化時】コスト3：これは攻撃力+X/体力+Xする。Xは「自分の場の他のフォロワーの数」である。",BP06-019,,,ぽんず,
2395,BP06-U03,阴阳祖师·久苑,陰陽の開祖・クオン,Rune,Follower,挑戦者・陰陽師,UR,BP06,15,5,5,"将这张卡使用之际，将消费-X。X为「自己的墓场中的「阴阳师类型·卡片或法术卡（或两者皆是）」的张数的合计」。
《入场曲》如果自己场上没有『天后』的话，将1个『天后』召唤。
《起动》将这张卡《横置》：选择自己场上的式神类型·从者最多2个。使其获得【疾驰】能力。
―――――――――――――――
『天后』《巫师职业》式神类型·从者卡《消费4》《攻击力》4《生命值》5【灵气】","これをプレイする際、コストを-Xする。Xは「自分の墓場の陰陽師・カードやスペルの枚数の合計」である。
ファンファーレ自分の場に『天后』がいないなら、『天后』1体を出す。
起動これをアクト：自分の場の式神・フォロワー2体まで選ぶ。それは【疾走】を持つ。",BP06-T01,,,虹原,
2396,BP06-U04,银冰龙人·菲琳,銀氷のドラゴニュート・フィルレイン,Dragon,Follower,ドラゴニュート,UR,BP06,1,1,3,"《入场曲》选择敌方场上的1个从者。将其横置。使其在下个敌方的开始阶段中不能竖置。
《入场曲》如果处于【觉醒】状态的话，从自己的牌堆之中搜寻1张『银冰吐息』卡，并置于EX区域。","ファンファーレ相手の場のフォロワー1体を選ぶ。それをアクトする。それは次の相手のスタートフェイズにスタンドしない。
ファンファーレ【覚醒】状態なら、自分のデッキから『銀氷の吐息』1枚を探し、EXエリアに置く。",BP06-061,,,ぽんず,
2397,BP06-U05,巨大妖狐·吟雪,大妖狐・ギンセツ,Nightmare,FollowerEvo,挑戦者・妖怪,UR,BP06,-1,1,9,"只要有这张卡存在，自己将妖怪类型·从者卡使用之际，将其消费-2。
只要有这张卡存在，使自己场上的妖怪类型·从者给予的伤害+1。
当自己的妖怪类型·从者离开场上时，使这张卡《攻击力》+1。","これがいる限り、自分が妖怪・フォロワーをプレイする際、コストを-2する。
これがいる限り、自分の場の妖怪・フォロワーが与えるダメージを+1する。
自分の妖怪・フォロワーが場を離れたとき、これは攻撃力+1する。",BP06-073,,,南保あたる,
2398,BP06-U06,武艺至尊·迦尔拉,アーツマスター・カルラ,Haven,FollowerEvo,挑戦者・信仰,UR,BP06,-1,4,4,当自己的结束阶段到来时，将自己的PP回复2点。那之后，如果自己的剩余PP为2点及以上的话，给予敌方的全体主战者各2点伤害。如果自己的剩余PP为4点及以上的话，抽取1张卡。如果自己的剩余PP为6点及以上的话，选择敌方场上的最多1个从者。将其破坏。,自分のエンドフェイズが来たとき、自分のPPを2回復する。その後、自分の残りPPが2以上なら、相手のリーダーすべてに2ダメージ。自分の残りPPが4以上なら、1枚引く。自分の残りPPが6以上なら、相手の場のフォロワー1体まで選ぶ。それを破壊する。,BP06-091,,,永守浩太,
2399,BP06-U07,芭依波卡赫,バイヴカハ,Neutral,FollowerEvo,大神・光輝,UR,BP06,-1,4,5,"【进化时】从下述之中抉择1项。
【1】将敌方场上的全体从者横置。
【2】给予敌方的全体主战者各2点伤害。
【3】将自己的牌堆顶1张卡置于EX区域。",【進化時】下記から1つチョイスする。【1】相手の場のフォロワーすべてをアクトする。【2】相手のリーダーすべてに2ダメージ。【3】自分のデッキの上1枚をEXエリアに置く。,BP06-108,,,巻羊,
1989,BP05-001,不弑绝杰·艾兹迪亚,不殺の絶傑・エズディア,Forest,Follower,絶傑・狩人,LG,BP05,5,4,4,"《进化》《消费1》：使这张卡进化。
《入场曲》如果自己的墓场中的猎人类型·卡片为3张及以上的话，选择敌方场上的1个从者。将其变为护符。使其获得「《起动》《消费2》：将这张卡置于墓场」能力。","進化コスト1：これは進化する。
ファンファーレ自分の墓場の狩人・カードが3枚以上なら、相手の場のフォロワー1体を選ぶ。それをアミュレットにする。それは「起動コスト2：これを墓場に置く」を持つ。",BP05-002,,,藤木ゆう,
1990,BP05-002,不弑绝杰·艾兹迪亚,不殺の絶傑・エズディア,Forest,FollowerEvo,絶傑・狩人,LG,BP05,-1,5,5,《起动》将这张卡《横置》：给予生命值为10点及以上的敌方的全体主战者各6点伤害。,起動これをアクト：体力10以上の相手のリーダーすべてに6ダメージ。,BP05-001,,,藤木ゆう,"世界は続く。永劫と永遠に苛まれて。
――然らば、世界に試練を与えてやろう。"
1991,BP05-003,神秘守门人·丝碧涅,神秘の番人・スピネ,Forest,Follower,超克,LG,BP05,5,3,5,"【守护】
《入场曲》查看自己的牌堆顶4张卡。从那之中，可以将《精灵职业》从者卡与《精灵职业》法术卡最多各1张公开并加入手牌。将剩余的卡以任意顺序置于牌堆底。【连击_3】将自己的PP回复3点。","【守護】
ファンファーレ自分のデッキの上4枚を見る。その中から、エルフフォロワーとエルフスペルそれぞれ1枚まで公開して手札に加えてよい。残りを好きな順にデッキの下に置く。【コンボ_3】自分のPPを3回復する。",,,,香川太郎,
1992,BP05-004,不弑的使徒,不殺の使徒,Forest,Follower,絶傑・狩人,GR,BP05,3,3,3,《进化》《消费1》：使这张卡进化。,進化コスト1：これは進化する。,BP05-005,,,,"決して殺めることなかれ。有象も無象も続くから価値がある。
生かせ活かせ往かせ、育つも腐食も。"
1993,BP05-005,不弑的使徒,不殺の使徒,Forest,FollowerEvo,絶傑・狩人,GR,BP05,-1,4,4,【进化时】从自己的牌堆之中搜寻原始消费为2及以下的1张猎人类型·从者卡，并召唤到场上。,【進化時】自分のデッキから元のコスト2以下の狩人・フォロワー1枚を探し、場に出す。,BP05-004,,,,"続くこと、連なることが、世界の在り方。遍く世界を継続させよ。
――『不殺の守り人』、使徒の言葉"
1994,BP05-006,心神统治者·莫顿,マインドルーラー・モートン,Forest,Follower,超克,GR,BP05,3,3,3,"当自己的结束阶段到来时，敌方1位玩家从下述之中抉择1项。
【1】下个开始阶段中，不能抽取1张卡。
【2】下个开始阶段中，不能将PP最大值+1点。
【3】下个主要阶段中，不能将从者卡使用。",自分のエンドフェイズが来たとき、相手プレイヤー1人は下記から1つチョイスする。【1】次のスタートフェイズに1枚引けない。【2】次のスタートフェイズにPP最大値を+1できない。【3】次のメインフェイズにフォロワーをプレイできない。,,,,永守浩太,
1995,BP05-007,妖精的奔流,妖精の奔流,Forest,Spell,妖精,GR,BP05,1,-1,-1,"《快速》
选择自己场上的妖精类型·从者最多2个。将其置于EX区域。如果以这个能力置于到EX区域的话，使自己的主战者《生命值》+2。","クイック
自分の場の妖精・フォロワー2体まで選ぶ。それをEXエリアに置く。これによってEXエリアに置いたなら、自分のリーダーは体力+2する。",,,,電蝶,
